Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3017","KIRKWALL (3017)","58.9540","-2.9000","Orkney & Shetland","02:00","2015-09-06","WNW","17","","30000","10.60","1023","F","(Black) Low-level cloud",
"3044","ALTNAHARRA SAWS (3044)","58.2880","-4.4420","Highland & Eilean Siar","02:00","2015-09-06","W","17","","29000","10.60","1025","F","Light rain",
"3072","CAIRNWELL (3072)","56.8800","-3.4200","Grampian","02:00","2015-09-06","NW","19","46","","2.70","","#","N/A",
"3111","MACHRIHANISH (3111)","55.4410","-5.6990","Strathclyde","02:00","2015-09-06","NW","16","","25000","11.70","1028","F","(White) Medium-level cloud",
"3148","GLEN OGLE (3148)","56.4230","-4.3200","Central Tayside & Fife","02:00","2015-09-06","NNW","17","","","6.50","","#","N/A",
"3904","CASTLEDERG (3904)","54.7070","-7.5770","Northern Ireland","02:00","2015-09-06","NNW","1","","27000","9.90","1030","R","(Black) Low-level cloud",
"3923","GLENANNE (3923)","54.2370","-6.5020","Northern Ireland","02:00","2015-09-06","N","8","","45000","8.90","1029","F","(White) Medium-level cloud",
"3410","LAKE VYRNWY SAWS (3410)","52.7570","-3.4640","Wales","02:00","2015-09-06","WSW","2","","18000","6.00","1028","R","Clear sky (Night)",
"3605","PEMBREY SANDS SAMOS (3605)","51.7130","-4.3680","Wales","02:00","2015-09-06","E","3","","30000","6.50","1028","R","Clear sky (Night)",
"3220","CARLISLE (3220)","54.9330","-2.9630","North West England","02:00","2015-09-06","VRB","-99","","30000","7.40","1027","R","Clear sky (Night)",
"3227","GREAT DUN FELL (3227)","54.6800","-2.4500","North West England","02:00","2015-09-06","N","15","","","5.50","","#","N/A",
"3261","DISHFORTH AIRFIELD (3261)","54.1340","-1.4140","Yorkshire & Humber","02:00","2015-09-06","NNW","3","","30000","6.20","1027","R","Partly cloudy (Night)",
"3330","LEEK (3330)","53.1330","-1.9830","West Midlands","02:00","2015-09-06","N","2","","26000","7.20","1027","F","Partly cloudy (Night)",
"3535","COLESHILL (3535)","52.4800","-1.6890","West Midlands","02:00","2015-09-06","SSW","2","","29000","6.20","1027","R","(White) Medium-level cloud",
"3385","DONNA NOOK (3385)","53.4730","0.1540","East Midlands","02:00","2015-09-06","W","9","","30000","7.50","1025","R","Clear sky (Night)",
"3488","WEYBOURNE (3488)","52.9490","1.1270","East of England","02:00","2015-09-06","NW","24","33","15000","12.40","1025","R","(White) Medium-level cloud",
"3710","LISCOMBE (3710)","51.0870","-3.6080","South West England","02:00","2015-09-06","NE","8","","27000","7.40","1028","R","Clear sky (Night)",
"3808","CAMBORNE (3808)","50.2180","-5.3300","South West England","02:00","2015-09-06","E","5","","20000","10.40","1028","R","Clear sky (Night)",
"3853","YEOVILTON (3853)","51.0060","-2.6400","South West England","02:00","2015-09-06","W","1","","6000","5.00","1028","R","Clear sky (Night)",
"3660","HIGH WYCOMBE (3660)","51.6800","-0.8020","London & South East England","02:00","2015-09-06","NW","3","","26000","6.50","1027","R","(Black) Low-level cloud",
"3768","FARNBOROUGH (3768)","51.2790","-0.7720","London & South East England","02:00","2015-09-06","VRB","0","","16000","4.10","1027","R","Partly cloudy (Night)",
"3797","MANSTON (3797)","51.3422","1.3461","London & South East England","02:00","2015-09-06","NW","14","","27000","11.30","1025","R","N/A",
"3005","LERWICK (S. SCREEN) (3005)","60.1390","-1.1830","Orkney & Shetland","02:00","2015-09-06","W","22","30","15000","10.10","1019","F","Light rain",
"3026","STORNOWAY (3026)","58.2140","-6.3250","Highland & Eilean Siar","02:00","2015-09-06","WSW","7","","35000","10.30","1026","F","Light rain",
"3062","TAIN RANGE (3062)","57.8200","-3.9700","Highland & Eilean Siar","02:00","2015-09-06","W","10","","50000","11.40","1026","F","(Black) Low-level cloud",
"3080","ABOYNE (3080)","57.0770","-2.8360","Grampian","02:00","2015-09-06","W","7","","45000","9.40","1025","F","(Black) Low-level cloud",
"3155","DRUMALBIN (3155)","55.6270","-3.7350","Strathclyde","02:00","2015-09-06","WSW","6","","30000","6.20","1027","R","Clear sky (Night)",
"3166","EDINBURGH/GOGARBANK (3166)","55.9280","-3.3430","Dumfries, Galloway","02:00","2015-09-06","SW","7","","23000","7.50","1026","R","Clear sky (Night)",
"3911","LOUGH FEA (3911)","54.7200","-6.8200","Northern Ireland","02:00","2015-09-06","NW","9","","30000","9.90","1029","S","(Black) Low-level cloud",
"3302","VALLEY (3302)","53.2520","-4.5370","Wales","02:00","2015-09-06","NNW","8","","14000","11.90","1028","R","(White) Medium-level cloud",
"3503","TRAWSGOED (3503)","52.3440","-3.9470","Wales","02:00","2015-09-06","WNW","1","","35000","3.10","1029","R","Clear sky (Night)",
"3204","RONALDSWAY (3204)","54.0849","-4.6321","North West England","02:00","2015-09-06","NNW","6","","","11.80","1027","F","(White) Medium-level cloud",
"3225","SHAP (3225)","54.5010","-2.6840","North West England","02:00","2015-09-06","VRB","0","","14000","3.30","1027","R","Clear sky (Night)",
"3238","ALBEMARLE (3238)","55.0200","-1.8800","North East England","02:00","2015-09-06","NW","3","","30000","5.00","1026","R","Clear sky (Night)",
"3281","FYLINGDALES (3281)","54.3620","-0.6730","Yorkshire & Humber","02:00","2015-09-06","NW","6","","","5.40","","#","N/A",
"3522","HEREFORD (3522)","52.0830","-2.8000","West Midlands","02:00","2015-09-06","SW","2","","35000","5.80","1028","R","Clear sky (Night)",
"3377","WADDINGTON (3377)","53.1750","-0.5210","East Midlands","02:00","2015-09-06","W","6","","35000","8.00","1026","R","Clear sky (Night)",
"3392","WAINFLEET (3392)","53.0880","0.2740","East Midlands","02:00","2015-09-06","W","6","","5000","6.40","1026","R","(White) Medium-level cloud",
"3684","ANDREWS FIELD (3684)","51.8960","0.4530","East of England","02:00","2015-09-06","W","5","","29000","6.40","1026","R","Partly cloudy (Night)",
"3746","BOSCOMBE DOWN (3746)","51.1610","-1.7540","South West England","02:00","2015-09-06","WNW","5","","17000","6.70","1028","R","Clear sky (Night)",
"3823","CARDINHAM (3823)","50.5020","-4.6670","South West England","02:00","2015-09-06","NNE","3","","13000","9.20","1028","R","Clear sky (Night)",
"3649","BRIZE NORTON (3649)","51.7580","-1.5760","London & South East England","02:00","2015-09-06","W","2","","30000","7.00","1027","R","Partly cloudy (Night)",
"3749","MIDDLE WALLOP (3749)","51.1500","-1.5700","London & South East England","02:00","2015-09-06","WNW","3","","18000","6.10","1028","R","Clear sky (Night)",
"3781","KENLEY (3781)","51.3030","-0.0900","London & South East England","02:00","2015-09-06","W","2","","24000","5.40","1027","R","Clear sky (Night)",
"3876","SHOREHAM (3876)","50.8360","-0.2920","London & South East England","02:00","2015-09-06","N","6","","","6.60","1027","R","N/A",
"3008","FAIR ISLE (3008)","59.5300","-1.6300","Orkney & Shetland","02:00","2015-09-06","W","18","31","3800","10.30","1021","F","(Black) Low-level cloud",
"3039","BEALACH NA BA (3039)","57.4200","-5.6900","Highland & Eilean Siar","02:00","2015-09-06","WNW","16","","","5.80","","#","N/A",
"3063","AVIEMORE (3063)","57.2060","-3.8270","Highland & Eilean Siar","02:00","2015-09-06","WSW","2","","35000","6.30","1027","F","Partly cloudy (Night)",
"3091","ABERDEEN DYCE (3091)","57.2060","-2.2020","Grampian","02:00","2015-09-06","WNW","11","","50000","10.30","1024","F","(White) Medium-level cloud",
"3144","STRATHALLAN (3144)","56.3260","-3.7290","Central Tayside & Fife","02:00","2015-09-06","VRB","0","","40000","5.70","1027","R","Clear sky (Night)",
"3173","EDINBURGH BLACKFORD HILL (3173)","55.9200","-3.1800","Dumfries, Galloway","02:00","2015-09-06","WSW","6","","","-99.00","","#","N/A",
"3916","BALLYPATRICK FOREST (3916)","55.1810","-6.1530","Northern Ireland","02:00","2015-09-06","N","9","","50000","10.80","1029","R","(Black) Low-level cloud",
"3313","RHYL (3313)","53.2590","-3.5090","Wales","02:00","2015-09-06","W","3","","12000","10.90","1028","R","(Black) Low-level cloud",
"3507","SENNYBRIDGE (3507)","52.0630","-3.6140","Wales","02:00","2015-09-06","ESE","3","","30000","3.10","1029","R","Clear sky (Night)",
"3210","ST. BEES HEAD (3210)","54.5180","-3.6150","North West England","02:00","2015-09-06","NNW","10","","26000","10.60","1027","R","(White) Medium-level cloud",
"3226","WARCOP (3226)","54.5700","-2.4200","North West England","02:00","2015-09-06","E","1","","50000","3.80","1027","R","Clear sky (Night)",
"3257","LEEMING (3257)","54.2960","-1.5300","Yorkshire & Humber","02:00","2015-09-06","E","1","","14000","4.50","1027","R","Clear sky (Night)",
"3292","BRIDLINGTON MRSC (3292)","54.0940","-0.1740","Yorkshire & Humber","02:00","2015-09-06","WNW","9","","","8.70","1025","R","(White) Medium-level cloud",
