Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3005","LERWICK (S. SCREEN) (3005)","60.1390","-1.1830","Orkney & Shetland","03:00","2015-10-03","WSW","19","","9000","9.60","1016","F","Drizzle",
"3034","AULTBEA (3034)","57.8590","-5.6360","Highland & Eilean Siar","03:00","2015-10-03","S","9","","45000","11.00","1018","F","(Black) Low-level cloud",
"3065","CAIRNGORM SUMMIT (3065)","57.1200","-3.6400","Grampian","03:00","2015-10-03","SW","15","","","6.90","","#","N/A",
"3100","TIREE (3100)","56.4970","-6.8870","Strathclyde","03:00","2015-10-03","WSW","6","","40000","10.40","1018","F","(Black) Low-level cloud",
"3171","LEUCHARS (3171)","56.3770","-2.8620","Central Tayside & Fife","03:00","2015-10-03","SW","7","","5000","9.70","1018","F","Mist",
"3915","PORTGLENONE (3915)","54.8700","-6.4500","Northern Ireland","03:00","2015-10-03","ESE","1","","8000","7.30","1019","F","Mist",
"3321","HAWARDEN (3321)","53.1740","-2.9860","Wales","03:00","2015-10-03","SSW","3","","100","8.60","1019","F","Fog",
"3604","MILFORD HAVEN C.B. (3604)","51.7080","-5.0550","Wales","03:00","2015-10-03","NNE","3","","6000","7.50","1018","F","Clear sky (Night)",
"3318","BLACKPOOL (3318)","53.1700","-2.9800","North West England","03:00","2015-10-03","E","6","","","6.70","","#","N/A",
"3257","LEEMING (3257)","54.2960","-1.5300","Yorkshire & Humber","03:00","2015-10-03","WNW","6","","200","7.70","1019","F","Fog",
"3344","BINGLEY SAMOS (3344)","53.8110","-1.8650","Yorkshire & Humber","03:00","2015-10-03","ESE","2","","4000","6.30","1019","F","Mist",
"3520","SHOBDON SAWS (3520)","52.2420","-2.8850","West Midlands","03:00","2015-10-03","WNW","2","","4000","6.70","1019","F","(White) Medium-level cloud",
"3379","CRANWELL (3379)","53.0300","-0.5000","East Midlands","03:00","2015-10-03","WNW","5","","3200","9.50","1019","F","(Black) Low-level cloud",
"3482","MARHAM (3482)","52.6510","0.5690","East of England","03:00","2015-10-03","N","6","","100","6.80","1018","F","Fog",
"3647","LITTLE RISSINGTON (ESAWS) (3647)","51.8600","-1.6920","South West England","03:00","2015-10-03","NNE","7","","200","5.80","1018","F","(White) Medium-level cloud",
"3746","BOSCOMBE DOWN (3746)","51.1610","-1.7540","South West England","03:00","2015-10-03","NNW","6","","4000","6.60","1017","F","Mist",
"3840","DUNKESWELL AERODROME (3840)","50.8600","-3.2390","South West England","03:00","2015-10-03","NNE","1","","300","6.50","1018","F","Fog",
"3658","BENSON (3658)","51.6200","-1.0970","London & South East England","03:00","2015-10-03","NW","2","","100","3.10","1018","F","Partly cloudy (Night)",
"3769","CHARLWOOD (3769)","51.1500","-0.2333","London & South East England","03:00","2015-10-03","VRB","0","","1100","4.90","1017","F","Partly cloudy (Night)",
"3008","FAIR ISLE (3008)","59.5300","-1.6300","Orkney & Shetland","03:00","2015-10-03","SW","13","","16000","10.90","1017","F","(White) Medium-level cloud",
"3037","SKYE/LUSA (SAMOS) (3037)","57.2570","-5.8090","Highland & Eilean Siar","03:00","2015-10-03","S","9","","50000","10.60","1018","F","(Black) Low-level cloud",
"3066","KINLOSS (3066)","57.6494","-3.5606","Grampian","03:00","2015-10-03","SW","6","","30000","10.10","1018","F","(Black) Low-level cloud",
"3105","ISLAY/PORT ELLEN (3105)","55.6810","-6.2560","Strathclyde","03:00","2015-10-03","ENE","1","","24000","9.10","1019","F","(Black) Low-level cloud",
"3153","DUNDRENNAN (3153)","54.8030","-4.0080","Dumfries, Galloway","03:00","2015-10-03","NNE","8","","2700","5.10","1019","F","Mist",
"3917","ALDERGROVE (3917)","54.6640","-6.2240","Northern Ireland","03:00","2015-10-03","NE","2","","4000","6.20","1020","F","Mist",
"3405","ABERDARON (3405)","52.7890","-4.7420","Wales","03:00","2015-10-03","N","3","","1800","10.00","1019","F","(White) Medium-level cloud",
"3716","ST-ATHAN (3716)","51.4050","-3.4400","Wales","03:00","2015-10-03","N","6","","9000","8.80","1017","F","Clear sky (Night)",
"3230","REDESDALE CAMP (3230)","55.2800","-2.2800","North East England","03:00","2015-10-03","VRB","0","","100","4.30","1020","F","N/A",
"3261","DISHFORTH AIRFIELD (3261)","54.1340","-1.4140","Yorkshire & Humber","03:00","2015-10-03","NNW","2","","400","7.70","1020","F","N/A",
"3382","LECONFIELD SAR (3382)","53.8670","-0.4330","Yorkshire & Humber","03:00","2015-10-03","NNW","3","","3600","8.50","1019","F","Mist",
"3354","WATNALL (3354)","53.0050","-1.2500","East Midlands","03:00","2015-10-03","E","1","","4700","8.90","1019","F","Mist",
"3391","CONINGSBY (3391)","53.0940","-0.1710","East Midlands","03:00","2015-10-03","NW","5","","2200","7.50","1019","F","Mist",
"3560","BEDFORD (3560)","52.2250","-0.4640","East of England","03:00","2015-10-03","NNW","5","","3000","7.50","1018","F","Mist",
"3707","CHIVENOR (3707)","51.0890","-4.1490","South West England","03:00","2015-10-03","E","5","","3300","5.50","1018","F","Mist",
"3808","CAMBORNE (3808)","50.2180","-5.3300","South West England","03:00","2015-10-03","ENE","5","","10000","10.10","1017","F","Clear sky (Night)",
"3853","YEOVILTON (3853)","51.0060","-2.6400","South West England","03:00","2015-10-03","SSE","1","","50","4.80","1017","F","Fog",
"3672","NORTHOLT (3672)","51.5480","-0.4150","London & South East England","03:00","2015-10-03","NNW","3","","4600","6.60","1017","F","Clear sky (Night)",
"3796","LANGDON BAY (3796)","51.1330","1.3480","London & South East England","03:00","2015-10-03","N","7","","","8.70","1016","F","N/A",
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","03:00","2015-10-03","SSW","8","","9000","8.90","1016","F","N/A",
"3031","LOCH GLACARNOCH SAWS (3031)","57.7250","-4.8960","Highland & Eilean Siar","03:00","2015-10-03","W","2","","40000","8.20","1018","F","(Black) Low-level cloud",
"3075","WICK AIRPORT (3075)","58.4540","-3.0890","Highland & Eilean Siar","03:00","2015-10-03","SSW","3","","45000","10.20","1018","F","(White) Medium-level cloud",
"3088","INVERBERVIE (3088)","56.8500","-2.2700","Grampian","03:00","2015-10-03","S","9","","9000","10.20","1019","F","Mist",
"3136","PRESTWICK RNAS (3136)","55.5150","-4.5850","Strathclyde","03:00","2015-10-03","ESE","2","","8000","3.70","1019","F","Mist",
"3162","ESKDALEMUIR (3162)","55.3110","-3.2060","Dumfries, Galloway","03:00","2015-10-03","NNW","2","","500","4.10","1020","F","Fog",
"3305","CAPEL CURIG SAWS (3305)","53.0930","-3.9410","Wales","03:00","2015-10-03","W","1","","100","1.80","1020","F","Fog",
"3502","ABERPORTH (3502)","52.1390","-4.5710","Wales","03:00","2015-10-03","N","2","","3200","7.90","1018","F","(White) Medium-level cloud",
"3214","WALNEY ISLAND (3214)","54.1250","-3.2570","North West England","03:00","2015-10-03","ESE","5","","2900","7.40","1019","F","Mist",
"3275","LOFTUS (3275)","54.5700","-0.8700","North East England","03:00","2015-10-03","SSW","3","","80","8.50","1019","F","Fog",
"3266","LINTON ON OUSE (3266)","54.0450","-1.2500","Yorkshire & Humber","03:00","2015-10-03","NNW","2","","500","6.20","1019","F","(White) Medium-level cloud",
"3414","SHAWBURY (3414)","52.7940","-2.6630","West Midlands","03:00","2015-10-03","NNW","5","","80","6.20","1019","F","Light rain shower (Night)",
"3377","WADDINGTON (3377)","53.1750","-0.5210","East Midlands","03:00","2015-10-03","NW","2","","2000","8.80","1019","F","Mist",
"3462","WITTERING (3462)","52.6110","-0.4590","East of England","03:00","2015-10-03","NNW","5","","4900","9.40","1018","F","Mist",
"3693","SHOEBURYNESS (3693)","51.5540","0.8300","East of England","03:00","2015-10-03","NNW","6","","1800","7.80","1016","F","Mist",
"3743","LARKHILL (3743)","51.2010","-1.8050","South West England","03:00","2015-10-03","N","2","","3100","7.00","1017","F","Clear sky (Night)",
"3839","EXETER AIRPORT (3839)","50.7370","-3.4050","South West England","03:00","2015-10-03","VRB","-99","","","3.40","","#","N/A",
"3649","BRIZE NORTON (3649)","51.7580","-1.5760","London & South East England","03:00","2015-10-03","NW","3","","2200","6.50","1018","F","Clear sky (Night)",
"3761","ODIHAM (3761)","51.2380","-0.9440","London & South East England","03:00","2015-10-03","SSW","3","","400","6.00","1017","F","Fog",
"3023","SOUTH UIST RANGE (3023)","57.3580","-7.3970","Highland & Eilean Siar","03:00","2015-10-03","WSW","16","","35000","11.70","1017","F","(Black) Low-level cloud",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","03:00","2015-10-03","SW","9","","","1.50","","#","N/A",
"3068","LOSSIEMOUTH (3068)","57.7120","-3.3220","Grampian","03:00","2015-10-03","WSW","6","","40000","9.80","1018","F","(White) Medium-level cloud",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","03:00","2015-10-03","S","3","","200","3.20","1019","F","Fog",
"3158","CHARTERHALL (3158)","55.7090","-2.3830","Dumfries, Galloway","03:00","2015-10-03","SSW","3","","6000","6.90","1019","F","Mist",
"3302","VALLEY (3302)","53.2520","-4.5370","Wales","03:00","2015-10-03","NE","5","","2800","8.90","1018","F","Mist",
"3409","BALA (3409)","52.9200","-3.5800","Wales","03:00","2015-10-03","ENE","1","","","5.10","1020","F","N/A",
"3212","KESWICK (3212)","54.6140","-3.1570","North West England","03:00","2015-10-03","E","1","","1100","6.90","1019","F","(Black) Low-level cloud",
"3240","BOULMER (3240)","55.4210","-1.6000","North East England","03:00","2015-10-03","W","6","","3700","4.60","1019","F","Mist",
"3265","TOPCLIFFE (3265)","54.2040","-1.3900","Yorkshire & Humber","03:00","2015-10-03","ENE","3","","100","6.90","1020","F","Drizzle",
"99214","HULL EAST (99214)","53.7600","-0.2900","Yorkshire & Humber","03:00","2015-10-03","VRB","-99","","","8.70","","#","N/A",
"3373","SCAMPTON (3373)","53.3070","-0.5460","East Midlands","03:00","2015-10-03","NNE","5","","4700","8.80","1019","F","(White) Medium-level cloud",
"3469","HOLBEACH (3469)","52.8730","0.1410","East Midlands","03:00","2015-10-03","NNW","6","","3800","9.60","1018","F","Mist",
"3590","WATTISHAM (3590)","52.1230","0.9610","East of England","03:00","2015-10-03","N","5","","300","6.70","1017","F","Fog",
"3740","LYNEHAM (3740)","51.5031","-1.9924","South West England","03:00","2015-10-03","N","3","","","5.50","1018","F","Partly cloudy (Night)",
