Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3037","SKYE/LUSA (SAMOS) (3037)","57.2570","-5.8090","Highland & Eilean Siar","07:00","2015-07-01","NNE","1","","19000","15.40","1010","F","(Black) Low-level cloud",
"3047","TULLOCH BRIDGE (3047)","56.8670","-4.7080","Highland & Eilean Siar","07:00","2015-07-01","S","8","","27000","20.70","1012","F","Sunny (Day)",
"3066","KINLOSS (3066)","57.6494","-3.5606","Grampian","07:00","2015-07-01","NNW","2","","45000","22.60","1011","F","Sunny (Day)",
"3155","DRUMALBIN (3155)","55.6270","-3.7350","Strathclyde","07:00","2015-07-01","SSE","13","","30000","20.50","1011","F","(White) Medium-level cloud",
"3158","CHARTERHALL (3158)","55.7090","-2.3830","Dumfries, Galloway","07:00","2015-07-01","NE","6","","45000","18.00","1013","F","Sunny (Day)",
"3915","PORTGLENONE (3915)","54.8700","-6.4500","Northern Ireland","07:00","2015-07-01","SW","2","","24000","18.70","1008","F","(White) Medium-level cloud",
"3305","CAPEL CURIG SAWS (3305)","53.0930","-3.9410","Wales","07:00","2015-07-01","N","5","","35000","19.50","1009","F","Sunny (Day)",
"3409","BALA (3409)","52.9200","-3.5800","Wales","07:00","2015-07-01","NE","3","","","22.40","1009","F","N/A",
"3604","MILFORD HAVEN C.B. (3604)","51.7080","-5.0550","Wales","07:00","2015-07-01","SSE","9","","29000","18.90","1008","R","(Black) Low-level cloud",
"3210","ST. BEES HEAD (3210)","54.5180","-3.6150","North West England","07:00","2015-07-01","SE","16","","28000","22.80","1010","F","Sunny (Day)",
"3227","GREAT DUN FELL (3227)","54.6800","-2.4500","North West England","07:00","2015-07-01","SSE","28","36","","18.80","","#","N/A",
"3261","DISHFORTH AIRFIELD (3261)","54.1340","-1.4140","Yorkshire & Humber","07:00","2015-07-01","SE","7","","14000","17.90","1014","F","(White) Medium-level cloud",
"99214","HULL EAST (99214)","53.7600","-0.2900","Yorkshire & Humber","07:00","2015-07-01","VRB","-99","","","18.90","","#","N/A",
"3544","CHURCH LAWFORD (3544)","52.3580","-1.3300","West Midlands","07:00","2015-07-01","ESE","13","","23000","21.70","1011","F","Sunny (Day)",
"3379","CRANWELL (3379)","53.0300","-0.5000","East Midlands","07:00","2015-07-01","ESE","9","","18000","19.80","1013","F","Sunny intervals",
"3488","WEYBOURNE (3488)","52.9490","1.1270","East of England","07:00","2015-07-01","SE","19","","30000","20.30","1014","F","Sunny intervals",
"3693","SHOEBURYNESS (3693)","51.5540","0.8300","East of England","07:00","2015-07-01","E","10","","21000","21.70","1013","F","Sunny (Day)",
"3740","LYNEHAM (3740)","51.5031","-1.9924","South West England","07:00","2015-07-01","SSE","17","","","24.90","1009","F","Sunny (Day)",
"3840","DUNKESWELL AERODROME (3840)","50.8600","-3.2390","South West England","07:00","2015-07-01","SE","9","","26000","19.20","1009","R","(White) Medium-level cloud",
"3672","NORTHOLT (3672)","51.5480","-0.4150","London & South East England","07:00","2015-07-01","E","8","","25000","24.80","1012","F","Sunny intervals",
"3781","KENLEY (3781)","51.3030","-0.0900","London & South East England","07:00","2015-07-01","SE","10","","45000","24.30","1012","F","Sunny (Day)",
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","07:00","2015-07-01","S","17","","10000","13.40","1015","R","(White) Medium-level cloud",
"3039","BEALACH NA BA (3039)","57.4200","-5.6900","Highland & Eilean Siar","07:00","2015-07-01","SE","7","","","15.70","","#","N/A",
"3062","TAIN RANGE (3062)","57.8200","-3.9700","Highland & Eilean Siar","07:00","2015-07-01","NNE","7","","15000","15.90","1012","S","Sunny (Day)",
"3088","INVERBERVIE (3088)","56.8500","-2.2700","Grampian","07:00","2015-07-01","SSE","7","","11000","14.40","1014","F","Sunny (Day)",
"3144","STRATHALLAN (3144)","56.3260","-3.7290","Central Tayside & Fife","07:00","2015-07-01","NE","3","","14000","16.50","1013","F","Sunny intervals",
"3162","ESKDALEMUIR (3162)","55.3110","-3.2060","Dumfries, Galloway","07:00","2015-07-01","N","6","","50000","18.50","1012","F","Sunny (Day)",
"3916","BALLYPATRICK FOREST (3916)","55.1810","-6.1530","Northern Ireland","07:00","2015-07-01","SSE","9","","40000","20.60","1009","F","Sunny (Day)",
"3313","RHYL (3313)","53.2590","-3.5090","Wales","07:00","2015-07-01","SSE","8","","15000","22.80","1009","F","Sunny intervals",
"3410","LAKE VYRNWY SAWS (3410)","52.7570","-3.4640","Wales","07:00","2015-07-01","E","6","","14000","19.50","1010","F","Sunny intervals",
"3605","PEMBREY SANDS SAMOS (3605)","51.7130","-4.3680","Wales","07:00","2015-07-01","S","15","","5000","21.80","1009","R","Sunny (Day)",
"3212","KESWICK (3212)","54.6140","-3.1570","North West England","07:00","2015-07-01","ENE","1","","35000","23.30","1011","F","Sunny (Day)",
"3230","REDESDALE CAMP (3230)","55.2800","-2.2800","North East England","07:00","2015-07-01","SSE","3","","14000","17.70","1013","F","Sunny intervals",
"3281","FYLINGDALES (3281)","54.3620","-0.6730","Yorkshire & Humber","07:00","2015-07-01","SSE","16","","","18.80","","#","N/A",
"3414","SHAWBURY (3414)","52.7940","-2.6630","West Midlands","07:00","2015-07-01","E","9","","15000","20.20","1011","F","Sunny intervals",
"3354","WATNALL (3354)","53.0050","-1.2500","East Midlands","07:00","2015-07-01","ENE","8","","12000","19.70","1012","F","Sunny intervals",
"3391","CONINGSBY (3391)","53.0940","-0.1710","East Midlands","07:00","2015-07-01","E","11","","16000","20.30","1013","F","Sunny intervals",
"3560","BEDFORD (3560)","52.2250","-0.4640","East of England","07:00","2015-07-01","E","9","","30000","21.40","1012","F","Sunny (Day)",
"3647","LITTLE RISSINGTON (ESAWS) (3647)","51.8600","-1.6920","South West England","07:00","2015-07-01","ESE","13","","21000","22.10","1010","F","Sunny (Day)",
"3746","BOSCOMBE DOWN (3746)","51.1610","-1.7540","South West England","07:00","2015-07-01","ESE","13","","30000","24.40","1010","F","Sunny (Day)",
"3853","YEOVILTON (3853)","51.0060","-2.6400","South West England","07:00","2015-07-01","S","8","","30000","23.10","1010","R","Sunny intervals",
"3761","ODIHAM (3761)","51.2380","-0.9440","London & South East England","07:00","2015-07-01","ESE","13","","30000","23.70","1011","F","Sunny (Day)",
"3866","ST CATHERINES PT. (3866)","50.5770","-1.2970","London & South East England","07:00","2015-07-01","E","15","30","","21.70","1010","F","N/A",
"3031","LOCH GLACARNOCH SAWS (3031)","57.7250","-4.8960","Highland & Eilean Siar","07:00","2015-07-01","E","9","","40000","20.40","1011","F","(White) Medium-level cloud",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","07:00","2015-07-01","S","28","41","","13.80","","#","N/A",
"3075","WICK AIRPORT (3075)","58.4540","-3.0890","Highland & Eilean Siar","07:00","2015-07-01","SE","10","","10000","13.90","1012","R","(White) Medium-level cloud",
"3100","TIREE (3100)","56.4970","-6.8870","Strathclyde","07:00","2015-07-01","NNE","3","","10000","15.10","1009","F","Mist",
"3171","LEUCHARS (3171)","56.3770","-2.8620","Central Tayside & Fife","07:00","2015-07-01","ENE","10","","10000","15.00","1013","F","(White) Medium-level cloud",
"3173","EDINBURGH BLACKFORD HILL (3173)","55.9200","-3.1800","Dumfries, Galloway","07:00","2015-07-01","E","5","","","-99.00","","#","N/A",
"3917","ALDERGROVE (3917)","54.6640","-6.2240","Northern Ireland","07:00","2015-07-01","E","10","","25000","20.10","1008","F","(White) Medium-level cloud",
"3321","HAWARDEN (3321)","53.1740","-2.9860","Wales","07:00","2015-07-01","SSE","8","","25000","19.70","1011","F","Sunny intervals",
"3502","ABERPORTH (3502)","52.1390","-4.5710","Wales","07:00","2015-07-01","SSE","9","","30000","22.00","1008","R","Sunny intervals",
"3609","MUMBLES HEAD (3609)","51.5650","-3.9810","Wales","07:00","2015-07-01","ESE","11","","","19.90","1009","R","N/A",
"3220","CARLISLE (3220)","54.9330","-2.9630","North West England","07:00","2015-07-01","VRB","-99","","28000","20.80","1011","F","Sunny (Day)",
"3240","BOULMER (3240)","55.4210","-1.6000","North East England","07:00","2015-07-01","SSE","11","","9000","14.50","1014","F","Sunny (Day)",
"3344","BINGLEY SAMOS (3344)","53.8110","-1.8650","Yorkshire & Humber","07:00","2015-07-01","ESE","6","","12000","16.70","1013","F","Sunny (Day)",
"3520","SHOBDON SAWS (3520)","52.2420","-2.8850","West Midlands","07:00","2015-07-01","E","6","","15000","20.40","1010","F","Sunny (Day)",
"3373","SCAMPTON (3373)","53.3070","-0.5460","East Midlands","07:00","2015-07-01","ESE","10","","15000","20.20","1013","F","Sunny (Day)",
"3469","HOLBEACH (3469)","52.8730","0.1410","East Midlands","07:00","2015-07-01","SE","11","","20000","21.30","1013","F","Sunny (Day)",
"3590","WATTISHAM (3590)","52.1230","0.9610","East of England","07:00","2015-07-01","ESE","9","","25000","21.50","1014","F","Sunny intervals",
"3707","CHIVENOR (3707)","51.0890","-4.1490","South West England","07:00","2015-07-01","E","5","","27000","19.30","1008","F","Sunny (Day)",
"3808","CAMBORNE (3808)","50.2180","-5.3300","South West England","07:00","2015-07-01","NW","3","","200","15.60","1009","R","Fog",
"3862","HURN (3862)","50.7790","-1.8350","South West England","07:00","2015-07-01","SE","14","","30000","24.10","1010","F","Sunny (Day)",
"3768","FARNBOROUGH (3768)","51.2790","-0.7720","London & South East England","07:00","2015-07-01","SE","10","","23000","24.40","1011","F","Sunny (Day)",
"3872","THORNEY ISLAND (3872)","50.8200","-0.9200","London & South East England","07:00","2015-07-01","ESE","17","","40000","23.80","1011","F","Sunny (Day)",
"3034","AULTBEA (3034)","57.8590","-5.6360","Highland & Eilean Siar","07:00","2015-07-01","SSW","2","","17000","15.00","1011","F","Sunny (Day)",
"3044","ALTNAHARRA SAWS (3044)","58.2880","-4.4420","Highland & Eilean Siar","07:00","2015-07-01","W","3","","40000","20.60","1011","F","(White) Medium-level cloud",
"3065","CAIRNGORM SUMMIT (3065)","57.1200","-3.6400","Grampian","07:00","2015-07-01","VRB","-99","","","-99.00","","#","N/A",
"3105","ISLAY/PORT ELLEN (3105)","55.6810","-6.2560","Strathclyde","07:00","2015-07-01","ESE","17","","19000","19.60","1009","F","(White) Medium-level cloud",
"3153","DUNDRENNAN (3153)","54.8030","-4.0080","Dumfries, Galloway","07:00","2015-07-01","E","10","","30000","20.90","1010","F","(White) Medium-level cloud",
"3907","MAGILLIGAN (3907)","55.0500","-7.0000","Northern Ireland","07:00","2015-07-01","E","3","","25000","16.00","1009","F","(Black) Low-level cloud",
"99018","ORLOCK HEAD (99018)","54.6700","-5.5800","Northern Ireland","07:00","2015-07-01","SSE","10","","","-99.00","","#","N/A",
"3405","ABERDARON (3405)","52.7890","-4.7420","Wales","07:00","2015-07-01","SSE","8","","22000","22.70","1009","F","Sunny (Day)",
"3503","TRAWSGOED (3503)","52.3440","-3.9470","Wales","07:00","2015-07-01","ESE","7","","30000","24.10","1008","F","Sunny (Day)",
"3716","ST-ATHAN (3716)","51.4050","-3.4400","Wales","07:00","2015-07-01","E","9","","25000","20.90","1008","F","(White) Medium-level cloud",
"3225","SHAP (3225)","54.5010","-2.6840","North West England","07:00","2015-07-01","S","9","","21000","22.50","1012","F","Sunny (Day)",
"3275","LOFTUS (3275)","54.5700","-0.8700","North East England","07:00","2015-07-01","SSE","13","","24000","20.40","1014","F","Sunny intervals",
"3382","LECONFIELD SAR (3382)","53.8670","-0.4330","Yorkshire & Humber","07:00","2015-07-01","E","6","","10000","17.10","1014","F","Sunny intervals",
"3529","PERSHORE (3529)","52.1480","-2.0400","West Midlands","07:00","2015-07-01","E","7","","20000","22.40","1011","F","Sunny (Day)",
"3377","WADDINGTON (3377)","53.1750","-0.5210","East Midlands","07:00","2015-07-01","ESE","15","","15000","19.90","1013","F","Sunny (Day)",
"3462","WITTERING (3462)","52.6110","-0.4590","East of England","07:00","2015-07-01","ESE","8","","16000","21.10","1013","F","Sunny (Day)",
"3684","ANDREWS FIELD (3684)","51.8960","0.4530","East of England","07:00","2015-07-01","E","10","","16000","22.40","1013","F","Sunny intervals",
"3710","LISCOMBE (3710)","51.0870","-3.6080","South West England","07:00","2015-07-01","ENE","6","","22000","17.60","1009","F","(White) Medium-level cloud",
"3839","EXETER AIRPORT (3839)","50.7370","-3.4050","South West England","07:00","2015-07-01","VRB","-99","","","19.90","","#","N/A",
"3658","BENSON (3658)","51.6200","-1.0970","London & South East England","07:00","2015-07-01","ESE","21","29","25000","25.10","1010","F","Sunny (Day)",
"3769","CHARLWOOD (3769)","51.1500","-0.2333","London & South East England","07:00","2015-07-01","E","7","","30000","24.10","1012","F","Sunny (Day)",
"3876","SHOREHAM (3876)","50.8360","-0.2920","London & South East England","07:00","2015-07-01","E","18","30","","24.50","1011","F","N/A",
