Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3005","LERWICK (S. SCREEN) (3005)","60.1390","-1.1830","Orkney & Shetland","16:00","2015-01-23","SW","34","49","14000","6.40","994","F","(Black) Low-level cloud",
"3031","LOCH GLACARNOCH SAWS (3031)","57.7250","-4.8960","Highland & Eilean Siar","16:00","2015-01-23","W","24","37","14000","3.30","1003","R","Light rain shower (Day)",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","16:00","2015-01-23","WSW","39","66","","-2.10","","#","N/A",
"3063","AVIEMORE (3063)","57.2060","-3.8270","Highland & Eilean Siar","16:00","2015-01-23","SW","9","31","30000","4.30","1004","R","Sunny (Day)",
"3068","LOSSIEMOUTH (3068)","57.7120","-3.3220","Grampian","16:00","2015-01-23","WSW","24","38","35000","6.30","1003","R","(White) Medium-level cloud",
"3100","TIREE (3100)","56.4970","-6.8870","Strathclyde","16:00","2015-01-23","W","24","39","20000","6.10","1007","R","(White) Medium-level cloud",
"3136","PRESTWICK RNAS (3136)","55.5150","-4.5850","Strathclyde","16:00","2015-01-23","WSW","14","43","6000","7.20","1009","F","Heavy rain shower (Day)",
"3132","WEST FREUGH (ESAWS) (3132)","54.8590","-4.9360","Dumfries, Galloway","16:00","2015-01-23","SW","21","","10000","8.80","1009","F","Light rain",
"3166","EDINBURGH/GOGARBANK (3166)","55.9280","-3.3430","Dumfries, Galloway","16:00","2015-01-23","WSW","19","31","4800","7.30","1007","F","Heavy Rain",
"3911","LOUGH FEA (3911)","54.7200","-6.8200","Northern Ireland","16:00","2015-01-23","WNW","16","30","20000","4.30","1011","R","(Black) Low-level cloud",
"3923","GLENANNE (3923)","54.2370","-6.5020","Northern Ireland","16:00","2015-01-23","NW","17","","6000","6.90","1011","F","Heavy rain shower (Day)",
"3313","RHYL (3313)","53.2590","-3.5090","Wales","16:00","2015-01-23","SW","17","36","55000","8.50","1015","F","(Black) Low-level cloud",
"3410","LAKE VYRNWY SAWS (3410)","52.7570","-3.4640","Wales","16:00","2015-01-23","SW","17","","3700","5.00","1017","F","(Black) Low-level cloud",
"3604","MILFORD HAVEN C.B. (3604)","51.7080","-5.0550","Wales","16:00","2015-01-23","SSW","21","33","4800","9.00","1018","F","(Black) Low-level cloud",
"3204","RONALDSWAY (3204)","54.0849","-4.6321","North West England","16:00","2015-01-23","SW","22","31","4000","9.10","1012","F","Heavy Rain",
"3220","CARLISLE (3220)","54.9330","-2.9630","North West England","16:00","2015-01-23","VRB","-99","","10000","8.70","1010","F","(White) Medium-level cloud",
"3227","GREAT DUN FELL (3227)","54.6800","-2.4500","North West England","16:00","2015-01-23","SW","33","56","","-0.30","","#","N/A",
"3240","BOULMER (3240)","55.4210","-1.6000","North East England","16:00","2015-01-23","S","18","","45000","6.40","1009","F","(White) Medium-level cloud",
"3265","TOPCLIFFE (3265)","54.2040","-1.3900","Yorkshire & Humber","16:00","2015-01-23","S","13","29","8000","4.60","1015","F","(Black) Low-level cloud",
"3382","LECONFIELD SAR (3382)","53.8670","-0.4330","Yorkshire & Humber","16:00","2015-01-23","SSW","18","30","8000","4.00","1016","F","(Black) Low-level cloud",
"3520","SHOBDON SAWS (3520)","52.2420","-2.8850","West Midlands","16:00","2015-01-23","SSW","8","","14000","6.00","1019","F","(White) Medium-level cloud",
"3544","CHURCH LAWFORD (3544)","52.3580","-1.3300","West Midlands","16:00","2015-01-23","S","9","","8000","3.80","1020","F","(Black) Low-level cloud",
"3379","CRANWELL (3379)","53.0300","-0.5000","East Midlands","16:00","2015-01-23","SSW","17","","9000","3.30","1019","F","(Black) Low-level cloud",
"3469","HOLBEACH (3469)","52.8730","0.1410","East Midlands","16:00","2015-01-23","S","19","","9000","2.20","1020","F","(White) Medium-level cloud",
"3590","WATTISHAM (3590)","52.1230","0.9610","East of England","16:00","2015-01-23","S","9","","8000","1.60","1023","F","(White) Medium-level cloud",
"3628","FILTON (3628)","51.5210","-2.5760","South West England","16:00","2015-01-23","SSW","11","","13000","7.10","1021","F","(Black) Low-level cloud",
"3740","LYNEHAM (3740)","51.5031","-1.9924","South West England","16:00","2015-01-23","SSW","9","","","4.90","1022","F","(White) Medium-level cloud",
"3809","CULDROSE (3809)","50.0850","-5.2570","South West England","16:00","2015-01-23","SSW","18","32","16000","9.50","1022","F","(Black) Low-level cloud",
"3853","YEOVILTON (3853)","51.0060","-2.6400","South West England","16:00","2015-01-23","SSW","10","","7000","7.90","1022","F","(White) Medium-level cloud",
"3658","BENSON (3658)","51.6200","-1.0970","London & South East England","16:00","2015-01-23","S","11","","7000","3.20","1022","F","(White) Medium-level cloud",
"3761","ODIHAM (3761)","51.2380","-0.9440","London & South East England","16:00","2015-01-23","S","10","","10000","3.50","1023","F","(White) Medium-level cloud",
"3781","KENLEY (3781)","51.3030","-0.0900","London & South East England","16:00","2015-01-23","S","10","","15000","2.50","1024","F","Sunny (Day)",
"3866","ST CATHERINES PT. (3866)","50.5770","-1.2970","London & South East England","16:00","2015-01-23","SW","10","","","7.60","1024","F","N/A",
"3882","HERSTMONCEUX WEST END (3882)","50.8900","0.3190","London & South East England","16:00","2015-01-23","SW","6","","15000","4.10","1024","F","Sunny (Day)",
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","16:00","2015-01-23","SW","24","37","13000","6.80","993","F","(Black) Low-level cloud",
"3026","STORNOWAY (3026)","58.2140","-6.3250","Highland & Eilean Siar","16:00","2015-01-23","WSW","21","37","29000","4.20","1002","R","Light rain shower (Day)",
"3039","BEALACH NA BA (3039)","57.4200","-5.6900","Highland & Eilean Siar","16:00","2015-01-23","W","29","53","","-0.80","","#","N/A",
"3062","TAIN RANGE (3062)","57.8200","-3.9700","Highland & Eilean Siar","16:00","2015-01-23","SW","11","","30000","4.30","1002","R","(White) Medium-level cloud",
"3066","KINLOSS (3066)","57.6494","-3.5606","Grampian","16:00","2015-01-23","SW","16","","55000","6.10","1003","R","(White) Medium-level cloud",
"3091","ABERDEEN DYCE (3091)","57.2060","-2.2020","Grampian","16:00","2015-01-23","SW","8","","40000","6.10","1004","F","Sunny (Day)",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","16:00","2015-01-23","W","13","25","5000","6.60","1007","F","Heavy Rain",
"3148","GLEN OGLE (3148)","56.4230","-4.3200","Central Tayside & Fife","16:00","2015-01-23","WSW","29","53","","2.50","","#","N/A",
"3162","ESKDALEMUIR (3162)","55.3110","-3.2060","Dumfries, Galloway","16:00","2015-01-23","SSW","16","","2500","6.90","1009","F","Light rain",
"3907","MAGILLIGAN (3907)","55.0500","-7.0000","Northern Ireland","16:00","2015-01-23","W","16","","19000","6.60","1011","R","(White) Medium-level cloud",
"3917","ALDERGROVE (3917)","54.6640","-6.2240","Northern Ireland","16:00","2015-01-23","W","11","","20000","6.80","1011","R","Light rain shower (Day)",
"3305","CAPEL CURIG SAWS (3305)","53.0930","-3.9410","Wales","16:00","2015-01-23","WSW","30","40","2200","6.10","1016","F","Drizzle",
"3409","BALA (3409)","52.9200","-3.5800","Wales","16:00","2015-01-23","WSW","13","","","7.40","1016","F","N/A",
"3507","SENNYBRIDGE (3507)","52.0630","-3.6140","Wales","16:00","2015-01-23","SSW","18","29","9000","5.20","1019","F","(Black) Low-level cloud",
"3716","ST-ATHAN (3716)","51.4050","-3.4400","Wales","16:00","2015-01-23","SSE","5","","4200","6.40","1021","F","Drizzle",
"3214","WALNEY ISLAND (3214)","54.1250","-3.2570","North West England","16:00","2015-01-23","SSW","19","31","4100","7.40","1013","F","Drizzle",
"3226","WARCOP (3226)","54.5700","-2.4200","North West England","16:00","2015-01-23","SSW","7","","6000","3.90","1013","F","(Black) Low-level cloud",
"3238","ALBEMARLE (3238)","55.0200","-1.8800","North East England","16:00","2015-01-23","SSW","9","29","50000","5.80","1010","F","(White) Medium-level cloud",
"3261","DISHFORTH AIRFIELD (3261)","54.1340","-1.4140","Yorkshire & Humber","16:00","2015-01-23","SSW","17","","9000","5.00","1015","F","(White) Medium-level cloud",
"3344","BINGLEY SAMOS (3344)","53.8110","-1.8650","Yorkshire & Humber","16:00","2015-01-23","SSW","17","31","2900","2.00","1015","F","Light rain shower (Day)",
"3414","SHAWBURY (3414)","52.7940","-2.6630","West Midlands","16:00","2015-01-23","SSE","10","","10000","5.20","1018","F","Light rain",
"3535","COLESHILL (3535)","52.4800","-1.6890","West Midlands","16:00","2015-01-23","S","15","","7000","4.10","1019","F","(Black) Low-level cloud",
"3377","WADDINGTON (3377)","53.1750","-0.5210","East Midlands","16:00","2015-01-23","SSW","16","","10000","3.40","1019","F","(Black) Low-level cloud",
"3392","WAINFLEET (3392)","53.0880","0.2740","East Midlands","16:00","2015-01-23","S","24","32","9000","2.60","1019","F","Sunny intervals",
"3560","BEDFORD (3560)","52.2250","-0.4640","East of England","16:00","2015-01-23","SSW","13","","9000","2.40","1021","F","Sunny intervals",
"3696","WALTON-ON-THE-NAZE (3696)","51.8500","1.2800","East of England","16:00","2015-01-23","S","15","","","-99.00","","#","N/A",
"3710","LISCOMBE (3710)","51.0870","-3.6080","South West England","16:00","2015-01-23","SSW","13","","2300","4.40","1022","F","(Black) Low-level cloud",
"3808","CAMBORNE (3808)","50.2180","-5.3300","South West England","16:00","2015-01-23","SW","16","","6000","9.10","1022","F","Drizzle",
"3840","DUNKESWELL AERODROME (3840)","50.8600","-3.2390","South West England","16:00","2015-01-23","SW","11","","22000","6.50","1022","F","(White) Medium-level cloud",
"3649","BRIZE NORTON (3649)","51.7580","-1.5760","London & South East England","16:00","2015-01-23","SSW","8","","10000","4.50","1022","F","(White) Medium-level cloud",
"3749","MIDDLE WALLOP (3749)","51.1500","-1.5700","London & South East England","16:00","2015-01-23","S","9","","12000","4.50","1023","F","(White) Medium-level cloud",
"3772","HEATHROW (3772)","51.4790","-0.4490","London & South East England","16:00","2015-01-23","S","7","","11000","4.10","1023","F","Sunny (Day)",
"3797","MANSTON (3797)","51.3422","1.3461","London & South East England","16:00","2015-01-23","S","11","","4900","1.40","1024","F","Sunny (Day)",
"3876","SHOREHAM (3876)","50.8360","-0.2920","London & South East England","16:00","2015-01-23","SSW","10","","","5.20","1024","F","N/A",
"3017","KIRKWALL (3017)","58.9540","-2.9000","Orkney & Shetland","16:00","2015-01-23","W","26","38","5000","4.20","999","R","Heavy rain shower (Day)",
"3034","AULTBEA (3034)","57.8590","-5.6360","Highland & Eilean Siar","16:00","2015-01-23","W","16","31","30000","4.90","1004","R","(White) Medium-level cloud",
"3044","ALTNAHARRA SAWS (3044)","58.2880","-4.4420","Highland & Eilean Siar","16:00","2015-01-23","WSW","14","32","23000","3.20","1001","R","Heavy rain shower (Day)",
"3075","WICK AIRPORT (3075)","58.4540","-3.0890","Highland & Eilean Siar","16:00","2015-01-23","WSW","23","30","40000","4.50","1000","R","Sunny intervals",
