Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3034","AULTBEA (3034)","57.8590","-5.6360","Highland & Eilean Siar","11:00","2015-03-26","W","5","","7000","4.70","995","R","Drizzle",
"3066","KINLOSS (3066)","57.6494","-3.5606","Grampian","11:00","2015-03-26","SW","5","","70000","6.10","994","R","Light rain",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","11:00","2015-03-26","NW","10","","35000","6.30","996","R","(Black) Low-level cloud",
"3162","ESKDALEMUIR (3162)","55.3110","-3.2060","Dumfries, Galloway","11:00","2015-03-26","WNW","16","","8000","5.60","996","R","Light rain shower (Day)",
"3321","HAWARDEN (3321)","53.1740","-2.9860","Wales","11:00","2015-03-26","WNW","24","40","19000","9.40","1001","R","(White) Medium-level cloud",
"3604","MILFORD HAVEN C.B. (3604)","51.7080","-5.0550","Wales","11:00","2015-03-26","NW","22","37","30000","10.10","1007","R","Sunny intervals",
"3230","REDESDALE CAMP (3230)","55.2800","-2.2800","North East England","11:00","2015-03-26","W","5","","30000","3.70","995","F","(Black) Low-level cloud",
"3265","TOPCLIFFE (3265)","54.2040","-1.3900","Yorkshire & Humber","11:00","2015-03-26","E","3","","45000","5.90","996","R","(White) Medium-level cloud",
"3414","SHAWBURY (3414)","52.7940","-2.6630","West Midlands","11:00","2015-03-26","WNW","19","37","30000","9.60","1001","R","(White) Medium-level cloud",
"3391","CONINGSBY (3391)","53.0940","-0.1710","East Midlands","11:00","2015-03-26","W","16","","25000","7.90","998","F","(White) Medium-level cloud",
"3590","WATTISHAM (3590)","52.1230","0.9610","East of England","11:00","2015-03-26","SSW","15","","3000","5.20","1000","F","Drizzle",
"3740","LYNEHAM (3740)","51.5031","-1.9924","South West England","11:00","2015-03-26","WNW","17","","","10.80","1002","R","(Black) Low-level cloud",
"3840","DUNKESWELL AERODROME (3840)","50.8600","-3.2390","South West England","11:00","2015-03-26","NW","14","31","30000","8.40","1005","R","(Black) Low-level cloud",
"3761","ODIHAM (3761)","51.2380","-0.9440","London & South East England","11:00","2015-03-26","WNW","14","","35000","10.40","1001","R","(White) Medium-level cloud",
"3037","SKYE/LUSA (SAMOS) (3037)","57.2570","-5.8090","Highland & Eilean Siar","11:00","2015-03-26","NW","23","31","29000","6.10","996","R","Light rain shower (Day)",
"3088","INVERBERVIE (3088)","56.8500","-2.2700","Grampian","11:00","2015-03-26","VRB","-99","","","3.30","995","F","(Black) Low-level cloud",
"3171","LEUCHARS (3171)","56.3770","-2.8620","Central Tayside & Fife","11:00","2015-03-26","W","8","","45000","4.40","995","R","(White) Medium-level cloud",
"3915","PORTGLENONE (3915)","54.8700","-6.4500","Northern Ireland","11:00","2015-03-26","WNW","22","41","20000","8.30","1002","R","(White) Medium-level cloud",
"3405","ABERDARON (3405)","52.7890","-4.7420","Wales","11:00","2015-03-26","W","23","34","24000","8.30","1006","R","(Black) Low-level cloud",
"3716","ST-ATHAN (3716)","51.4050","-3.4400","Wales","11:00","2015-03-26","WNW","17","31","35000","10.00","1004","R","(Black) Low-level cloud",
"3240","BOULMER (3240)","55.4210","-1.6000","North East England","11:00","2015-03-26","S","6","","6000","4.30","994","F","Light rain",
"3344","BINGLEY SAMOS (3344)","53.8110","-1.8650","Yorkshire & Humber","11:00","2015-03-26","W","15","30","9000","5.90","997","R","(Black) Low-level cloud",
"3520","SHOBDON SAWS (3520)","52.2420","-2.8850","West Midlands","11:00","2015-03-26","WNW","16","31","26000","10.20","1002","R","Sunny intervals",
"3469","HOLBEACH (3469)","52.8730","0.1410","East Midlands","11:00","2015-03-26","WSW","16","","30000","7.40","998","F","(Black) Low-level cloud",
"3693","SHOEBURYNESS (3693)","51.5540","0.8300","East of England","11:00","2015-03-26","SW","18","31","45000","7.50","1000","F","(Black) Low-level cloud",
"3746","BOSCOMBE DOWN (3746)","51.1610","-1.7540","South West England","11:00","2015-03-26","WNW","23","36","40000","12.10","1002","R","Sunny intervals",
