Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3005","LERWICK (S. SCREEN) (3005)","60.1390","-1.1830","Orkney & Shetland","06:00","2015-07-28","N","13","","40000","9.70","1003","R","(White) Medium-level cloud",
"3026","STORNOWAY (3026)","58.2140","-6.3250","Highland & Eilean Siar","06:00","2015-07-28","ENE","15","","12000","10.90","1004","R","Light rain",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","06:00","2015-07-28","SSW","5","","","2.80","","#","N/A",
"3063","AVIEMORE (3063)","57.2060","-3.8270","Highland & Eilean Siar","06:00","2015-07-28","NNE","1","","15000","9.00","1004","R","(Black) Low-level cloud",
"3080","ABOYNE (3080)","57.0770","-2.8360","Grampian","06:00","2015-07-28","NW","5","","35000","10.30","1003","R","Light rain",
"3105","ISLAY/PORT ELLEN (3105)","55.6810","-6.2560","Strathclyde","06:00","2015-07-28","N","1","","10000","9.90","1003","R","Light rain",
"3155","DRUMALBIN (3155)","55.6270","-3.7350","Strathclyde","06:00","2015-07-28","NNW","2","","700","8.60","1002","R","(White) Medium-level cloud",
"3132","WEST FREUGH (ESAWS) (3132)","54.8590","-4.9360","Dumfries, Galloway","06:00","2015-07-28","NNW","7","","6000","10.30","1002","R","Drizzle",
"3166","EDINBURGH/GOGARBANK (3166)","55.9280","-3.3430","Dumfries, Galloway","06:00","2015-07-28","NE","5","","22000","10.40","1002","R","Light rain",
"3911","LOUGH FEA (3911)","54.7200","-6.8200","Northern Ireland","06:00","2015-07-28","WNW","16","","40000","9.90","1003","R","(Black) Low-level cloud",
"3923","GLENANNE (3923)","54.2370","-6.5020","Northern Ireland","06:00","2015-07-28","NW","11","","50000","9.60","1004","R","(White) Medium-level cloud",
"3313","RHYL (3313)","53.2590","-3.5090","Wales","06:00","2015-07-28","WNW","16","30","27000","12.00","1002","R","(Black) Low-level cloud",
"3410","LAKE VYRNWY SAWS (3410)","52.7570","-3.4640","Wales","06:00","2015-07-28","W","19","31","19000","10.40","1002","R","(Black) Low-level cloud",
"3604","MILFORD HAVEN C.B. (3604)","51.7080","-5.0550","Wales","06:00","2015-07-28","WNW","13","","35000","12.50","1007","R","(Black) Low-level cloud",
"3204","RONALDSWAY (3204)","54.0849","-4.6321","North West England","06:00","2015-07-28","NNW","3","","9000","11.30","1002","R","Light rain",
"3220","CARLISLE (3220)","54.9330","-2.9630","North West England","06:00","2015-07-28","VRB","-99","","9000","9.80","1001","R","(Black) Low-level cloud",
"3227","GREAT DUN FELL (3227)","54.6800","-2.4500","North West England","06:00","2015-07-28","NE","17","","","3.90","","#","N/A",
"3238","ALBEMARLE (3238)","55.0200","-1.8800","North East England","06:00","2015-07-28","W","3","","4700","9.60","1001","R","Heavy Rain",
"3261","DISHFORTH AIRFIELD (3261)","54.1340","-1.4140","Yorkshire & Humber","06:00","2015-07-28","NNW","5","","4000","11.00","1000","R","Light rain",
"3292","BRIDLINGTON MRSC (3292)","54.0940","-0.1740","Yorkshire & Humber","06:00","2015-07-28","N","5","","","12.50","999","R","(Black) Low-level cloud",
"3414","SHAWBURY (3414)","52.7940","-2.6630","West Midlands","06:00","2015-07-28","WSW","17","","30000","12.60","1001","R","(White) Medium-level cloud",
"3535","COLESHILL (3535)","52.4800","-1.6890","West Midlands","06:00","2015-07-28","WSW","8","","45000","12.70","1002","R","(White) Medium-level cloud",
"3377","WADDINGTON (3377)","53.1750","-0.5210","East Midlands","06:00","2015-07-28","WSW","13","","35000","12.40","1000","R","(White) Medium-level cloud",
"3392","WAINFLEET (3392)","53.0880","0.2740","East Midlands","06:00","2015-07-28","WSW","15","","22000","13.10","1000","R","(Black) Low-level cloud",
