Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3008","FAIR ISLE (3008)","59.5300","-1.6300","Orkney & Shetland","12:00","2015-03-26","SE","14","","40000","5.90","998","#","(Black) Low-level cloud",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","12:00","2015-03-26","W","26","47","","-99.00","","#","N/A",
"3088","INVERBERVIE (3088)","56.8500","-2.2700","Grampian","12:00","2015-03-26","VRB","-99","","","4.30","995","R","(Black) Low-level cloud",
"3171","LEUCHARS (3171)","56.3770","-2.8620","Central Tayside & Fife","12:00","2015-03-26","WNW","11","","40000","5.30","995","R","(White) Medium-level cloud",
"3915","PORTGLENONE (3915)","54.8700","-6.4500","Northern Ireland","12:00","2015-03-26","WNW","26","43","21000","7.90","1003","R","(White) Medium-level cloud",
"3405","ABERDARON (3405)","52.7890","-4.7420","Wales","12:00","2015-03-26","W","24","37","19000","8.80","1007","R","Sunny (Day)",
"3716","ST-ATHAN (3716)","51.4050","-3.4400","Wales","12:00","2015-03-26","NW","21","33","30000","10.90","1005","R","(White) Medium-level cloud",
"3230","REDESDALE CAMP (3230)","55.2800","-2.2800","North East England","12:00","2015-03-26","NW","11","29","40000","6.30","995","R","(Black) Low-level cloud",
"3265","TOPCLIFFE (3265)","54.2040","-1.3900","Yorkshire & Humber","12:00","2015-03-26","WNW","17","","30000","10.40","996","R","(White) Medium-level cloud",
"3414","SHAWBURY (3414)","52.7940","-2.6630","West Midlands","12:00","2015-03-26","WNW","23","38","35000","10.10","1002","R","Sunny intervals",
"3391","CONINGSBY (3391)","53.0940","-0.1710","East Midlands","12:00","2015-03-26","W","16","","30000","9.30","998","R","(White) Medium-level cloud",
"3560","BEDFORD (3560)","52.2250","-0.4640","East of England","12:00","2015-03-26","WNW","21","36","45000","9.80","1000","R","(Black) Low-level cloud",
"3707","CHIVENOR (3707)","51.0890","-4.1490","South West England","12:00","2015-03-26","NW","26","38","13000","11.00","1007","R","Sunny intervals",
"3808","CAMBORNE (3808)","50.2180","-5.3300","South West England","12:00","2015-03-26","NNW","22","32","25000","10.10","1010","R","Sunny intervals",
"3658","BENSON (3658)","51.6200","-1.0970","London & South East England","12:00","2015-03-26","W","15","","35000","11.30","1002","R","(White) Medium-level cloud",
"3796","LANGDON BAY (3796)","51.1330","1.3480","London & South East England","12:00","2015-03-26","SW","15","34","","6.20","1002","F","N/A",
"3034","AULTBEA (3034)","57.8590","-5.6360","Highland & Eilean Siar","12:00","2015-03-26","W","9","","30000","5.30","996","R","(Black) Low-level cloud",
"3065","CAIRNGORM SUMMIT (3065)","57.1200","-3.6400","Grampian","12:00","2015-03-26","VRB","-99","","","-2.90","","#","N/A",
"3105","ISLAY/PORT ELLEN (3105)","55.6810","-6.2560","Strathclyde","12:00","2015-03-26","NW","32","44","13000","8.90","1002","R","(White) Medium-level cloud",
"3158","CHARTERHALL (3158)","55.7090","-2.3830","Dumfries, Galloway","12:00","2015-03-26","WNW","15","","50000","4.30","995","R","(White) Medium-level cloud",
"3305","CAPEL CURIG SAWS (3305)","53.0930","-3.9410","Wales","12:00","2015-03-26","W","19","45","40000","7.40","1005","R","(Black) Low-level cloud",
"3502","ABERPORTH (3502)","52.1390","-4.5710","Wales","12:00","2015-03-26","W","21","","30000","7.50","1007","R","(White) Medium-level cloud",
"3214","WALNEY ISLAND (3214)","54.1250","-3.2570","North West England","12:00","2015-03-26","WNW","30","43","12000","9.10","1000","R","Sunny (Day)",
"3275","LOFTUS (3275)","54.5700","-0.8700","North East England","12:00","2015-03-26","W","21","33","45000","7.20","995","F","(Black) Low-level cloud",
"3382","LECONFIELD SAR (3382)","53.8670","-0.4330","Yorkshire & Humber","12:00","2015-03-26","W","14","","22000","8.60","996","R","(White) Medium-level cloud",
"3354","WATNALL (3354)","53.0050","-1.2500","East Midlands","12:00","2015-03-26","W","14","25","19000","8.60","1000","R","(Black) Low-level cloud",
"3462","WITTERING (3462)","52.6110","-0.4590","East of England","12:00","2015-03-26","WNW","25","38","30000","9.50","999","R","(White) Medium-level cloud",
"3693","SHOEBURYNESS (3693)","51.5540","0.8300","East of England","12:00","2015-03-26","WSW","13","","40000","8.80","1001","F","(White) Medium-level cloud",
"3743","LARKHILL (3743)","51.2010","-1.8050","South West England","12:00","2015-03-26","WNW","14","","40000","11.10","1004","R","(White) Medium-level cloud",
"3840","DUNKESWELL AERODROME (3840)","50.8600","-3.2390","South West England","12:00","2015-03-26","NW","15","33","23000","8.90","1006","R","(White) Medium-level cloud",
"3761","ODIHAM (3761)","51.2380","-0.9440","London & South East England","12:00","2015-03-26","WNW","22","33","45000","11.10","1002","R","Sunny intervals",
"3031","LOCH GLACARNOCH SAWS (3031)","57.7250","-4.8960","Highland & Eilean Siar","12:00","2015-03-26","W","10","","22000","3.70","996","R","Light rain shower (Day)",
"3075","WICK AIRPORT (3075)","58.4540","-3.0890","Highland & Eilean Siar","12:00","2015-03-26","SSE","13","","19000","4.70","995","R","Light rain shower (Day)",
"3100","TIREE (3100)","56.4970","-6.8870","Strathclyde","12:00","2015-03-26","NW","31","49","10000","8.70","1000","R","Sunny intervals",
"3153","DUNDRENNAN (3153)","54.8030","-4.0080","Dumfries, Galloway","12:00","2015-03-26","WNW","30","44","24000","7.60","999","R","Light rain",
"3917","ALDERGROVE (3917)","54.6640","-6.2240","Northern Ireland","12:00","2015-03-26","WNW","18","33","30000","8.00","1004","R","(White) Medium-level cloud",
"3409","BALA (3409)","52.9200","-3.5800","Wales","12:00","2015-03-26","WNW","15","30","","9.30","1004","R","N/A",
"3212","KESWICK (3212)","54.6140","-3.1570","North West England","12:00","2015-03-26","WNW","15","31","24000","8.00","999","R","(Black) Low-level cloud",
"3240","BOULMER (3240)","55.4210","-1.6000","North East England","12:00","2015-03-26","W","6","","30000","5.10","995","R","(White) Medium-level cloud",
"3344","BINGLEY SAMOS (3344)","53.8110","-1.8650","Yorkshire & Humber","12:00","2015-03-26","WNW","21","37","8000","6.90","998","R","(White) Medium-level cloud",
"3520","SHOBDON SAWS (3520)","52.2420","-2.8850","West Midlands","12:00","2015-03-26","NW","17","32","30000","11.10","1003","R","(White) Medium-level cloud",
"3469","HOLBEACH (3469)","52.8730","0.1410","East Midlands","12:00","2015-03-26","W","16","","40000","8.50","998","R","(White) Medium-level cloud",
"3590","WATTISHAM (3590)","52.1230","0.9610","East of England","12:00","2015-03-26","SW","13","","12000","6.70","1000","F","(Black) Low-level cloud",
"3740","LYNEHAM (3740)","51.5031","-1.9924","South West England","12:00","2015-03-26","WNW","22","32","","10.70","1003","R","(Black) Low-level cloud",
"3839","EXETER AIRPORT (3839)","50.7370","-3.4050","South West England","12:00","2015-03-26","VRB","-99","","","11.50","","#","N/A",
"3672","NORTHOLT (3672)","51.5480","-0.4150","London & South East England","12:00","2015-03-26","WNW","11","","40000","10.10","1001","R","(White) Medium-level cloud",
"3872","THORNEY ISLAND (3872)","50.8200","-0.9200","London & South East England","12:00","2015-03-26","WNW","17","","30000","12.90","1002","R","Sunny intervals",
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","12:00","2015-03-26","SSE","21","30","16000","5.40","999","F","(Black) Low-level cloud",
"3037","SKYE/LUSA (SAMOS) (3037)","57.2570","-5.8090","Highland & Eilean Siar","12:00","2015-03-26","NW","15","32","4500","5.80","997","R","Heavy rain shower (Day)",
