Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3002","BALTASOUND (3002)","60.7490","-0.8540","Orkney & Shetland","10:00","2015-08-11","WNW","23","30","22000","12.30","1011","R","(Black) Low-level cloud",
"3037","SKYE/LUSA (SAMOS) (3037)","57.2570","-5.8090","Highland & Eilean Siar","10:00","2015-08-11","SW","11","","50000","12.70","1018","R","(Black) Low-level cloud",
"3066","KINLOSS (3066)","57.6494","-3.5606","Grampian","10:00","2015-08-11","WSW","8","","60000","13.40","1017","R","(Black) Low-level cloud",
"3134","GLASGOW/BISHOPTON (3134)","55.9070","-4.5330","Strathclyde","10:00","2015-08-11","W","7","","50000","15.50","1018","R","(Black) Low-level cloud",
"3162","ESKDALEMUIR (3162)","55.3110","-3.2060","Dumfries, Galloway","10:00","2015-08-11","W","5","","35000","14.30","1019","R","(Black) Low-level cloud",
"3321","HAWARDEN (3321)","53.1740","-2.9860","Wales","10:00","2015-08-11","WNW","2","","45000","17.50","1020","R","(White) Medium-level cloud",
"3604","MILFORD HAVEN C.B. (3604)","51.7080","-5.0550","Wales","10:00","2015-08-11","NNW","2","","50000","17.40","1021","R","(White) Medium-level cloud",
"3318","BLACKPOOL (3318)","53.1700","-2.9800","North West England","10:00","2015-08-11","WSW","10","","","16.00","","#","N/A",
"3261","DISHFORTH AIRFIELD (3261)","54.1340","-1.4140","Yorkshire & Humber","10:00","2015-08-11","WSW","6","","27000","17.90","1020","R","Sunny intervals",
"99214","HULL EAST (99214)","53.7600","-0.2900","Yorkshire & Humber","10:00","2015-08-11","VRB","-99","","","18.00","","#","N/A",
"3373","SCAMPTON (3373)","53.3070","-0.5460","East Midlands","10:00","2015-08-11","W","2","","28000","18.10","1020","R","Sunny (Day)",
"3560","BEDFORD (3560)","52.2250","-0.4640","East of England","10:00","2015-08-11","NNW","2","","45000","16.40","1020","R","Sunny (Day)",
"3707","CHIVENOR (3707)","51.0890","-4.1490","South West England","10:00","2015-08-11","E","3","","35000","15.20","1021","R","Sunny (Day)",
"3839","EXETER AIRPORT (3839)","50.7370","-3.4050","South West England","10:00","2015-08-11","VRB","-99","","","15.00","","#","N/A",
"3672","NORTHOLT (3672)","51.5480","-0.4150","London & South East England","10:00","2015-08-11","SSW","2","","40000","18.00","1020","R","(White) Medium-level cloud",
"3872","THORNEY ISLAND (3872)","50.8200","-0.9200","London & South East England","10:00","2015-08-11","NNW","2","","50000","17.00","1020","R","(Black) Low-level cloud",
"3008","FAIR ISLE (3008)","59.5300","-1.6300","Orkney & Shetland","10:00","2015-08-11","W","19","30","23000","11.70","1014","R","Sunny (Day)",
"3041","AONACH MOR (3041)","56.8200","-4.9700","Highland & Eilean Siar","10:00","2015-08-11","WSW","24","32","","3.40","","#","N/A",
"3088","INVERBERVIE (3088)","56.8500","-2.2700","Grampian","10:00","2015-08-11","S","7","","40000","14.20","1017","R","(White) Medium-level cloud",
