Site Code,Site Name,Latitude,Longitude,Region,Observation Time,Observation Date,Wind Direction,Wind Speed,Wind Gust,Visibility,Screen Temperature,Pressure,Pressure Tendency, Significant Weather
"3023","SOUTH UIST RANGE (3023)","57.3580","-7.3970","Highland & Eilean Siar","21:00","2015-09-05","NNW","9","","30000","11.10","1028","R","Partly cloudy (Night)",
"3047","TULLOCH BRIDGE (3047)","56.8670","-4.7080","Highland & Eilean Siar","21:00","2015-09-05","W","5","","45000","8.80","1028","R","(White) Medium-level cloud",
"3068","LOSSIEMOUTH (3068)","57.7120","-3.3220","Grampian","21:00","2015-09-05","W","11","","50000","10.90","1026","R","(White) Medium-level cloud",
"3136","PRESTWICK RNAS (3136)","55.5150","-4.5850","Strathclyde","21:00","2015-09-05","NW","7","","24000","10.20","1027","R","Partly cloudy (Night)",
"3132","WEST FREUGH (ESAWS) (3132)","54.8590","-4.9360","Dumfries, Galloway","21:00","2015-09-05","NNW","9","","28000","10.60","1027","R","Clear sky (Night)",
"3907","MAGILLIGAN (3907)","55.0500","-7.0000","Northern Ireland","21:00","2015-09-05","NNW","11","","40000","11.60","1029","R","(Black) Low-level cloud",
"99018","ORLOCK HEAD (99018)","54.6700","-5.5800","Northern Ireland","21:00","2015-09-05","NNW","14","","","-99.00","","#","N/A",
"3502","ABERPORTH (3502)","52.1390","-4.5710","Wales","21:00","2015-09-05","N","14","","23000","12.00","1027","R","Clear sky (Night)",
"3609","MUMBLES HEAD (3609)","51.5650","-3.9810","Wales","21:00","2015-09-05","N","9","","","12.80","1027","R","N/A",
"3224","SPADEADAM (3224)","55.0500","-2.5530","North West England","21:00","2015-09-05","WNW","5","","50000","7.00","1026","R","(White) Medium-level cloud",
"3316","CROSBY (3316)","53.4970","-3.0560","North West England","21:00","2015-09-05","NW","13","","19000","12.50","1026","R","Clear sky (Night)",
"3266","LINTON ON OUSE (3266)","54.0450","-1.2500","Yorkshire & Humber","21:00","2015-09-05","NW","1","","27000","7.60","1026","R","Clear sky (Night)",
"3414","SHAWBURY (3414)","52.7940","-2.6630","West Midlands","21:00","2015-09-05","NW","8","","30000","10.10","1027","R","Clear sky (Night)",
"3544","CHURCH LAWFORD (3544)","52.3580","-1.3300","West Midlands","21:00","2015-09-05","WSW","1","","21000","6.80","1026","R","Clear sky (Night)",
"3391","CONINGSBY (3391)","53.0940","-0.1710","East Midlands","21:00","2015-09-05","NW","5","","30000","9.40","1025","R","Partly cloudy (Night)",
"3590","WATTISHAM (3590)","52.1230","0.9610","East of England","21:00","2015-09-05","NW","6","","35000","8.00","1025","R","Clear sky (Night)",
"3743","LARKHILL (3743)","51.2010","-1.8050","South West England","21:00","2015-09-05","N","6","","40000","10.90","1026","R","Clear sky (Night)",
"3809","CULDROSE (3809)","50.0850","-5.2570","South West England","21:00","2015-09-05","NNE","6","","25000","11.20","1027","R","Clear sky (Night)",
"3857","ISLE OF PORTLAND (3857)","50.5220","-2.4540","South West England","21:00","2015-09-05","N","8","","50000","12.30","1026","R","Clear sky (Night)",
"3672","NORTHOLT (3672)","51.5480","-0.4150","London & South East England","21:00","2015-09-05","N","1","","40000","9.60","1026","R","Clear sky (Night)",
"3772","HEATHROW (3772)","51.4790","-0.4490","London & South East England","21:00","2015-09-05","NNE","3","","21000","11.20","1026","R","Clear sky (Night)",
"3866","ST CATHERINES PT. (3866)","50.5770","-1.2970","London & South East England","21:00","2015-09-05","SE","2","","","12.70","1025","R","N/A",
"3005","LERWICK (S. SCREEN) (3005)","60.1390","-1.1830","Orkney & Shetland","21:00","2015-09-05","WNW","11","","28000","8.40","1022","R","(White) Medium-level cloud",
"3026","STORNOWAY (3026)","58.2140","-6.3250","Highland & Eilean Siar","21:00","2015-09-05","W","7","","28000","9.00","1027","F","Light rain",
"3062","TAIN RANGE (3062)","57.8200","-3.9700","Highland & Eilean Siar","21:00","2015-09-05","WNW","11","","30000","10.70","1026","R","(Black) Low-level cloud",
"3080","ABOYNE (3080)","57.0770","-2.8360","Grampian","21:00","2015-09-05","WNW","9","","40000","9.10","1025","R","(Black) Low-level cloud",
"3155","DRUMALBIN (3155)","55.6270","-3.7350","Strathclyde","21:00","2015-09-05","W","6","","30000","8.80","1026","R","(Black) Low-level cloud",
"3166","EDINBURGH/GOGARBANK (3166)","55.9280","-3.3430","Dumfries, Galloway","21:00","2015-09-05","NW","3","","29000","10.60","1025","R","(White) Medium-level cloud",
"3911","LOUGH FEA (3911)","54.7200","-6.8200","Northern Ireland","21:00","2015-09-05","NW","10","","28000","9.70","1029","R","(Black) Low-level cloud",
"3302","VALLEY (3302)","53.2520","-4.5370","Wales","21:00","2015-09-05","N","9","","15000","12.20","1028","R","(White) Medium-level cloud",
"3503","TRAWSGOED (3503)","52.3440","-3.9470","Wales","21:00","2015-09-05","ESE","1","","50000","6.40","1027","R","Clear sky (Night)",
"3204","RONALDSWAY (3204)","54.0849","-4.6321","North West England","21:00","2015-09-05","NW","7","","30000","11.40","1027","R","(White) Medium-level cloud",
"3225","SHAP (3225)","54.5010","-2.6840","North West England","21:00","2015-09-05","VRB","0","","30000","3.90","1027","R","Clear sky (Night)",
"3238","ALBEMARLE (3238)","55.0200","-1.8800","North East England","21:00","2015-09-05","NW","3","","45000","8.10","1025","R","(White) Medium-level cloud",
"3281","FYLINGDALES (3281)","54.3620","-0.6730","Yorkshire & Humber","21:00","2015-09-05","WNW","6","","","6.80","","#","N/A",
"3522","HEREFORD (3522)","52.0830","-2.8000","West Midlands","21:00","2015-09-05","N","7","","50000","11.50","1027","R","Clear sky (Night)",
"3377","WADDINGTON (3377)","53.1750","-0.5210","East Midlands","21:00","2015-09-05","N","7","","40000","9.90","1026","R","Clear sky (Night)",
"3392","WAINFLEET (3392)","53.0880","0.2740","East Midlands","21:00","2015-09-05","WNW","10","","8000","8.20","1025","R","Clear sky (Night)",
"3684","ANDREWS FIELD (3684)","51.8960","0.4530","East of England","21:00","2015-09-05","NNW","3","","30000","9.20","1025","R","Clear sky (Night)",
"3746","BOSCOMBE DOWN (3746)","51.1610","-1.7540","South West England","21:00","2015-09-05","NNW","6","","50000","9.60","1026","R","Clear sky (Night)",
"3823","CARDINHAM (3823)","50.5020","-4.6670","South West England","21:00","2015-09-05","N","6","","24000","9.50","1027","R","Clear sky (Night)",
"3649","BRIZE NORTON (3649)","51.7580","-1.5760","London & South East England","21:00","2015-09-05","N","1","","40000","8.80","1026","R","Partly cloudy (Night)",
"3749","MIDDLE WALLOP (3749)","51.1500","-1.5700","London & South East England","21:00","2015-09-05","N","5","","30000","11.20","1026","R","Clear sky (Night)",
"3781","KENLEY (3781)","51.3030","-0.0900","London & South East England","21:00","2015-09-05","NNE","3","","30000","9.10","1026","R","Clear sky (Night)",
"3876","SHOREHAM (3876)","50.8360","-0.2920","London & South East England","21:00","2015-09-05","N","5","","","11.20","1025","R","N/A",
"3008","FAIR ISLE (3008)","59.5300","-1.6300","Orkney & Shetland","21:00","2015-09-05","WNW","14","","25000","9.50","1023","#","(Black) Low-level cloud",
"3039","BEALACH NA BA (3039)","57.4200","-5.6900","Highland & Eilean Siar","21:00","2015-09-05","NNW","13","","","4.60","","#","N/A",
"3063","AVIEMORE (3063)","57.2060","-3.8270","Highland & Eilean Siar","21:00","2015-09-05","SW","1","","28000","7.90","1027","R","(Black) Low-level cloud",
"3091","ABERDEEN DYCE (3091)","57.2060","-2.2020","Grampian","21:00","2015-09-05","NW","11","","30000","9.90","1025","R","(Black) Low-level cloud",
"3144","STRATHALLAN (3144)","56.3260","-3.7290","Central Tayside & Fife","21:00","2015-09-05","SW","2","","40000","9.70","1026","R","(Black) Low-level cloud",
"3173","EDINBURGH BLACKFORD HILL (3173)","55.9200","-3.1800","Dumfries, Galloway","21:00","2015-09-05","SSW","1","","","-99.00","","#","N/A",
"3916","BALLYPATRICK FOREST (3916)","55.1810","-6.1530","Northern Ireland","21:00","2015-09-05","N","13","","29000","10.50","1029","R","(Black) Low-level cloud",
"3313","RHYL (3313)","53.2590","-3.5090","Wales","21:00","2015-09-05","WNW","7","","14000","11.50","1027","R","(White) Medium-level cloud",
"3507","SENNYBRIDGE (3507)","52.0630","-3.6140","Wales","21:00","2015-09-05","ENE","5","","40000","6.10","1028","R","Clear sky (Night)",
"3210","ST. BEES HEAD (3210)","54.5180","-3.6150","North West England","21:00","2015-09-05","NNW","11","","28000","11.80","1026","R","Clear sky (Night)",
"3226","WARCOP (3226)","54.5700","-2.4200","North West England","21:00","2015-09-05","NNE","3","","50000","7.80","1026","R","Partly cloudy (Night)",
"3257","LEEMING (3257)","54.2960","-1.5300","Yorkshire & Humber","21:00","2015-09-05","WSW","3","","20000","7.20","1026","R","Clear sky (Night)",
"3292","BRIDLINGTON MRSC (3292)","54.0940","-0.1740","Yorkshire & Humber","21:00","2015-09-05","NW","8","","","10.60","1024","R","Clear sky (Night)",
"3529","PERSHORE (3529)","52.1480","-2.0400","West Midlands","21:00","2015-09-05","NNW","6","","50000","9.40","1027","R","Partly cloudy (Night)",
"3379","CRANWELL (3379)","53.0300","-0.5000","East Midlands","21:00","2015-09-05","NNW","5","","35000","8.60","1026","R","Clear sky (Night)",
"3482","MARHAM (3482)","52.6510","0.5690","East of England","21:00","2015-09-05","NW","7","","30000","8.80","1025","R","Clear sky (Night)",
"3628","FILTON (3628)","51.5210","-2.5760","South West England","21:00","2015-09-05","N","5","","45000","12.20","1026","R","Clear sky (Night)",
"3803","SCILLY ST MARYS (3803)","49.9130","-6.3010","South West England","21:00","2015-09-05","N","16","","35000","13.30","1027","R","Clear sky (Night)",
"3827","MOUNT BATTEN (3827)","50.3540","-4.1210","South West England","21:00","2015-09-05","ENE","3","","45000","11.90","1026","R","Partly cloudy (Night)",
